Drug,Demand_Forecast,Optimal_Stock_Level,Restocking_Strategy,shortage_units,risk_level
Atorvastatin,9541,2007,Weekly,7534,HIGH
Atorvastatin,9577,2044,Monthly,7533,HIGH
Metformin,9162,1629,Weekly,7533,HIGH
Atorvastatin,9217,1685,Monthly,7532,HIGH
Insulin,9273,1741,Quarterly,7532,HIGH
Metformin,9689,2157,Monthly,7532,HIGH
Lisinopril,9807,2276,Monthly,7531,HIGH
Lisinopril,9509,1979,Quarterly,7530,HIGH
Insulin,9545,2015,Quarterly,7530,HIGH
Atorvastatin,9494,1964,Weekly,7530,HIGH
Insulin,9284,1755,Monthly,7529,HIGH
Insulin,9232,1704,Quarterly,7528,HIGH
Lisinopril,9303,1775,Quarterly,7528,HIGH
Insulin,9374,1847,Weekly,7527,HIGH
Atorvastatin,9034,1507,Quarterly,7527,HIGH
Metformin,9428,1901,Monthly,7527,HIGH
Insulin,9710,2183,Monthly,7527,HIGH
Lisinopril,9325,1800,Weekly,7525,HIGH
Metformin,9907,2382,Quarterly,7525,HIGH
Metformin,9211,1687,Quarterly,7524,HIGH
Insulin,9498,1975,Monthly,7523,HIGH
Lisinopril,9327,1804,Monthly,7523,HIGH
Insulin,9242,1721,Monthly,7521,HIGH
Metformin,9207,1688,Weekly,7519,HIGH
Lisinopril,9868,2349,Monthly,7519,HIGH
Lisinopril,9947,2428,Monthly,7519,HIGH
Atorvastatin,9278,1760,Monthly,7518,HIGH
Insulin,9993,2476,Monthly,7517,HIGH
Metformin,9857,2340,Monthly,7517,HIGH
Lisinopril,9292,1776,Monthly,7516,HIGH
Insulin,9777,2262,Quarterly,7515,HIGH
Atorvastatin,9377,1862,Weekly,7515,HIGH
Atorvastatin,9618,2104,Monthly,7514,HIGH
Metformin,9668,2155,Weekly,7513,HIGH
Lisinopril,9443,1930,Monthly,7513,HIGH
Atorvastatin,9017,1505,Weekly,7512,HIGH
Atorvastatin,9259,1747,Weekly,7512,HIGH
Insulin,9175,1665,Quarterly,7510,HIGH
Atorvastatin,9137,1627,Weekly,7510,HIGH
Metformin,9184,1675,Quarterly,7509,HIGH
Insulin,9870,2362,Weekly,7508,HIGH
Insulin,9698,2190,Monthly,7508,HIGH
Atorvastatin,9007,1500,Quarterly,7507,HIGH
Metformin,9685,2178,Weekly,7507,HIGH
Metformin,9596,2090,Quarterly,7506,HIGH
Atorvastatin,9042,1537,Monthly,7505,HIGH
Lisinopril,9781,2276,Monthly,7505,HIGH
Lisinopril,9192,1688,Monthly,7504,HIGH
Metformin,9680,2176,Weekly,7504,HIGH
Insulin,9525,2022,Weekly,7503,HIGH
Insulin,9122,1619,Weekly,7503,HIGH
Insulin,9317,1814,Quarterly,7503,HIGH
Insulin,9334,1832,Quarterly,7502,HIGH
Lisinopril,9553,2051,Monthly,7502,HIGH
Lisinopril,9728,2227,Quarterly,7501,HIGH
Atorvastatin,9056,1555,Weekly,7501,HIGH
Metformin,9990,2490,Weekly,7500,HIGH
Lisinopril,9383,1883,Monthly,7500,HIGH
Metformin,9307,1808,Weekly,7499,HIGH
Lisinopril,9192,1693,Monthly,7499,HIGH
Lisinopril,9467,1969,Quarterly,7498,HIGH
Insulin,9334,1838,Weekly,7496,HIGH
Insulin,9184,1688,Monthly,7496,HIGH
Lisinopril,9734,2238,Quarterly,7496,HIGH
Insulin,9644,2149,Weekly,7495,HIGH
Atorvastatin,9639,2144,Quarterly,7495,HIGH
Metformin,9483,1990,Weekly,7493,HIGH
Lisinopril,9662,2169,Quarterly,7493,HIGH
Metformin,9104,1612,Monthly,7492,HIGH
Insulin,9374,1883,Weekly,7491,HIGH
Lisinopril,9573,2082,Quarterly,7491,HIGH
Lisinopril,9505,2014,Quarterly,7491,HIGH
Insulin,9618,2128,Quarterly,7490,HIGH
Insulin,9707,2218,Weekly,7489,HIGH
Metformin,9648,2162,Quarterly,7486,HIGH
Atorvastatin,9799,2313,Monthly,7486,HIGH
Metformin,9705,2219,Weekly,7486,HIGH
Lisinopril,9012,1528,Monthly,7484,HIGH
Atorvastatin,9052,1569,Quarterly,7483,HIGH
Insulin,9562,2080,Monthly,7482,HIGH
Metformin,9358,1877,Monthly,7481,HIGH
Insulin,9982,2502,Quarterly,7480,HIGH
Atorvastatin,9471,1993,Monthly,7478,HIGH
Metformin,9040,1563,Monthly,7477,HIGH
Metformin,9439,1964,Quarterly,7475,HIGH
Insulin,9059,1585,Weekly,7474,HIGH
Insulin,9657,2185,Monthly,7472,HIGH
Metformin,9669,2198,Weekly,7471,HIGH
Insulin,9675,2204,Monthly,7471,HIGH
Metformin,9069,1599,Monthly,7470,HIGH
Atorvastatin,9782,2312,Weekly,7470,HIGH
Metformin,9561,2092,Weekly,7469,HIGH
Metformin,9140,1671,Weekly,7469,HIGH
Metformin,9623,2155,Weekly,7468,HIGH
Atorvastatin,9434,1968,Monthly,7466,HIGH
Lisinopril,9500,2034,Monthly,7466,HIGH
Lisinopril,9160,1695,Monthly,7465,HIGH
Atorvastatin,9569,2105,Monthly,7464,HIGH
Atorvastatin,9105,1642,Quarterly,7463,HIGH
Atorvastatin,9371,1911,Weekly,7460,HIGH
Lisinopril,9817,2357,Weekly,7460,HIGH
Metformin,9042,1583,Quarterly,7459,HIGH
Metformin,9122,1663,Weekly,7459,HIGH
Insulin,9239,1780,Quarterly,7459,HIGH
Atorvastatin,9939,2481,Monthly,7458,HIGH
Metformin,9390,1933,Weekly,7457,HIGH
Insulin,9345,1889,Weekly,7456,HIGH
Lisinopril,9736,2280,Monthly,7456,HIGH
Insulin,9203,1748,Quarterly,7455,HIGH
Metformin,9855,2402,Weekly,7453,HIGH
Insulin,9846,2395,Quarterly,7451,HIGH
Insulin,9384,1933,Quarterly,7451,HIGH
Metformin,9106,1655,Quarterly,7451,HIGH
Insulin,9490,2039,Monthly,7451,HIGH
Lisinopril,9515,2065,Weekly,7450,HIGH
Metformin,9359,1910,Weekly,7449,HIGH
Lisinopril,9379,1932,Monthly,7447,HIGH
Atorvastatin,9217,1770,Weekly,7447,HIGH
Lisinopril,9579,2132,Monthly,7447,HIGH
Insulin,9779,2333,Quarterly,7446,HIGH
Metformin,9996,2550,Quarterly,7446,HIGH
Metformin,9424,1978,Weekly,7446,HIGH
Atorvastatin,9740,2294,Quarterly,7446,HIGH
Insulin,9653,2208,Monthly,7445,HIGH
Atorvastatin,9257,1812,Monthly,7445,HIGH
Lisinopril,9209,1766,Quarterly,7443,HIGH
Metformin,9632,2189,Monthly,7443,HIGH
Metformin,9986,2545,Monthly,7441,HIGH
Lisinopril,9416,1981,Monthly,7435,HIGH
Metformin,9961,2527,Monthly,7434,HIGH
Atorvastatin,9207,1773,Weekly,7434,HIGH
Atorvastatin,9092,1658,Monthly,7434,HIGH
Metformin,9492,2060,Monthly,7432,HIGH
Lisinopril,9572,2140,Weekly,7432,HIGH
Metformin,9198,1767,Quarterly,7431,HIGH
Atorvastatin,9334,1904,Monthly,7430,HIGH
Metformin,9904,2475,Quarterly,7429,HIGH
Lisinopril,9460,2032,Quarterly,7428,HIGH
Metformin,9332,1906,Monthly,7426,HIGH
Atorvastatin,9766,2340,Quarterly,7426,HIGH
Lisinopril,9909,2484,Monthly,7425,HIGH
Insulin,9119,1695,Weekly,7424,HIGH
Metformin,9996,2574,Weekly,7422,HIGH
Atorvastatin,9588,2167,Weekly,7421,HIGH
Insulin,9757,2337,Quarterly,7420,HIGH
Atorvastatin,9762,2342,Quarterly,7420,HIGH
Lisinopril,9000,1580,Quarterly,7420,HIGH
Lisinopril,9881,2461,Weekly,7420,HIGH
Lisinopril,9498,2079,Weekly,7419,HIGH
Atorvastatin,9986,2569,Quarterly,7417,HIGH
Metformin,9892,2476,Quarterly,7416,HIGH
Lisinopril,8936,1520,Monthly,7416,HIGH
Metformin,9775,2360,Quarterly,7415,HIGH
Atorvastatin,9348,1933,Weekly,7415,HIGH
Lisinopril,8928,1514,Quarterly,7414,HIGH
Insulin,9872,2458,Quarterly,7414,HIGH
Metformin,9425,2012,Weekly,7413,HIGH
Insulin,9107,1695,Monthly,7412,HIGH
Insulin,9826,2415,Weekly,7411,HIGH
Atorvastatin,8950,1540,Quarterly,7410,HIGH
Atorvastatin,9053,1644,Monthly,7409,HIGH
Insulin,9906,2498,Quarterly,7408,HIGH
Atorvastatin,9499,2091,Quarterly,7408,HIGH
Insulin,9033,1625,Monthly,7408,HIGH
Metformin,9853,2446,Weekly,7407,HIGH
Atorvastatin,9982,2575,Monthly,7407,HIGH
Metformin,9078,1671,Monthly,7407,HIGH
Atorvastatin,9145,1739,Quarterly,7406,HIGH
Lisinopril,8946,1540,Quarterly,7406,HIGH
Lisinopril,9390,1984,Monthly,7406,HIGH
Insulin,9017,1611,Weekly,7406,HIGH
Metformin,9291,1887,Monthly,7404,HIGH
Atorvastatin,9044,1642,Monthly,7402,HIGH
Metformin,9093,1693,Weekly,7400,HIGH
Atorvastatin,9728,2328,Monthly,7400,HIGH
Metformin,9333,1935,Monthly,7398,HIGH
Lisinopril,9458,2061,Monthly,7397,HIGH
Metformin,9484,2087,Monthly,7397,HIGH
Atorvastatin,9145,1748,Weekly,7397,HIGH
Metformin,9419,2023,Quarterly,7396,HIGH
Lisinopril,9080,1684,Quarterly,7396,HIGH
Metformin,9410,2015,Weekly,7395,HIGH
Metformin,9796,2402,Weekly,7394,HIGH
Lisinopril,9311,1918,Monthly,7393,HIGH
Insulin,9822,2429,Quarterly,7393,HIGH
Atorvastatin,9094,1701,Weekly,7393,HIGH
Lisinopril,9425,2033,Monthly,7392,HIGH
Insulin,9783,2392,Weekly,7391,HIGH
Insulin,8988,1598,Weekly,7390,HIGH
Insulin,9601,2212,Monthly,7389,HIGH
Insulin,9891,2502,Quarterly,7389,HIGH
Metformin,9541,2152,Monthly,7389,HIGH
Atorvastatin,9399,2011,Monthly,7388,HIGH
Lisinopril,9762,2375,Quarterly,7387,HIGH
Metformin,8938,1552,Weekly,7386,HIGH
Metformin,9195,1810,Quarterly,7385,HIGH
Lisinopril,9221,1837,Monthly,7384,HIGH
Lisinopril,9468,2085,Quarterly,7383,HIGH
Atorvastatin,9930,2547,Weekly,7383,HIGH
Insulin,9838,2456,Quarterly,7382,HIGH
Lisinopril,9937,2555,Weekly,7382,HIGH
Insulin,9170,1788,Monthly,7382,HIGH
Lisinopril,9573,2192,Monthly,7381,HIGH
Atorvastatin,9830,2449,Monthly,7381,HIGH
Metformin,9396,2016,Quarterly,7380,HIGH
Lisinopril,9753,2373,Weekly,7380,HIGH
Insulin,9936,2556,Quarterly,7380,HIGH
Metformin,9865,2486,Weekly,7379,HIGH
Atorvastatin,9038,1661,Quarterly,7377,HIGH
Lisinopril,9782,2405,Quarterly,7377,HIGH
Metformin,9571,2195,Quarterly,7376,HIGH
Lisinopril,8967,1592,Quarterly,7375,HIGH
Lisinopril,9204,1829,Quarterly,7375,HIGH
Lisinopril,9567,2193,Monthly,7374,HIGH
Lisinopril,9960,2586,Monthly,7374,HIGH
Insulin,9426,2052,Weekly,7374,HIGH
Metformin,9731,2358,Weekly,7373,HIGH
Lisinopril,9283,1911,Monthly,7372,HIGH
Metformin,9204,1832,Weekly,7372,HIGH
Metformin,9983,2612,Monthly,7371,HIGH
Metformin,9365,1997,Quarterly,7368,HIGH
Metformin,9767,2402,Quarterly,7365,HIGH
Insulin,9438,2073,Weekly,7365,HIGH
Lisinopril,9837,2473,Monthly,7364,HIGH
Insulin,9251,1887,Monthly,7364,HIGH
Insulin,9915,2551,Quarterly,7364,HIGH
Atorvastatin,9922,2559,Monthly,7363,HIGH
Lisinopril,8966,1604,Quarterly,7362,HIGH
Lisinopril,9302,1940,Weekly,7362,HIGH
Lisinopril,8904,1542,Weekly,7362,HIGH
Atorvastatin,9219,1857,Weekly,7362,HIGH
Metformin,9279,1918,Quarterly,7361,HIGH
Atorvastatin,9318,1958,Monthly,7360,HIGH
Lisinopril,8870,1510,Weekly,7360,HIGH
Atorvastatin,9975,2616,Monthly,7359,HIGH
Atorvastatin,8870,1512,Monthly,7358,HIGH
Insulin,9568,2210,Weekly,7358,HIGH
Insulin,9776,2418,Quarterly,7358,HIGH
Lisinopril,8937,1580,Quarterly,7357,HIGH
Atorvastatin,9842,2487,Quarterly,7355,HIGH
Metformin,9828,2473,Monthly,7355,HIGH
Lisinopril,9308,1954,Weekly,7354,HIGH
Lisinopril,8987,1633,Weekly,7354,HIGH
Metformin,9272,1918,Weekly,7354,HIGH
Atorvastatin,9804,2451,Quarterly,7353,HIGH
Atorvastatin,9658,2306,Monthly,7352,HIGH
Atorvastatin,9638,2287,Quarterly,7351,HIGH
Insulin,9412,2062,Quarterly,7350,HIGH
Atorvastatin,9020,1670,Weekly,7350,HIGH
Atorvastatin,9926,2577,Monthly,7349,HIGH
Metformin,8989,1641,Monthly,7348,HIGH
Atorvastatin,9428,2081,Quarterly,7347,HIGH
Atorvastatin,9185,1838,Weekly,7347,HIGH
Lisinopril,9256,1910,Weekly,7346,HIGH
Lisinopril,9339,1993,Quarterly,7346,HIGH
Metformin,9127,1782,Quarterly,7345,HIGH
Metformin,9103,1758,Quarterly,7345,HIGH
Insulin,9033,1689,Monthly,7344,HIGH
Atorvastatin,9468,2125,Weekly,7343,HIGH
Lisinopril,9444,2101,Weekly,7343,HIGH
Atorvastatin,9782,2441,Quarterly,7341,HIGH
Lisinopril,9842,2501,Monthly,7341,HIGH
Insulin,9661,2321,Weekly,7340,HIGH
Lisinopril,8920,1581,Monthly,7339,HIGH
Lisinopril,9238,1899,Quarterly,7339,HIGH
Lisinopril,9322,1984,Quarterly,7338,HIGH
Insulin,9104,1766,Quarterly,7338,HIGH
Atorvastatin,9558,2221,Quarterly,7337,HIGH
Insulin,9123,1787,Monthly,7336,HIGH
Atorvastatin,8983,1647,Monthly,7336,HIGH
Insulin,9643,2308,Quarterly,7335,HIGH
Lisinopril,9478,2144,Quarterly,7334,HIGH
Lisinopril,9873,2539,Quarterly,7334,HIGH
Metformin,9802,2469,Monthly,7333,HIGH
Atorvastatin,8911,1578,Monthly,7333,HIGH
Insulin,9498,2166,Quarterly,7332,HIGH
Insulin,9533,2201,Monthly,7332,HIGH
Metformin,9416,2084,Monthly,7332,HIGH
Insulin,9836,2506,Weekly,7330,HIGH
Atorvastatin,8954,1625,Quarterly,7329,HIGH
Lisinopril,9438,2109,Quarterly,7329,HIGH
Insulin,8992,1663,Weekly,7329,HIGH
Atorvastatin,9699,2372,Weekly,7327,HIGH
Lisinopril,9194,1868,Quarterly,7326,HIGH
Lisinopril,8910,1584,Monthly,7326,HIGH
Metformin,8912,1587,Weekly,7325,HIGH
Insulin,9815,2490,Monthly,7325,HIGH
Lisinopril,9266,1942,Weekly,7324,HIGH
Lisinopril,9943,2619,Monthly,7324,HIGH
Atorvastatin,9472,2148,Weekly,7324,HIGH
Atorvastatin,9878,2556,Quarterly,7322,HIGH
Metformin,9103,1781,Weekly,7322,HIGH
Metformin,9223,1902,Weekly,7321,HIGH
Atorvastatin,9632,2311,Monthly,7321,HIGH
Metformin,9723,2403,Weekly,7320,HIGH
Insulin,9621,2302,Quarterly,7319,HIGH
Insulin,9421,2104,Weekly,7317,HIGH
Lisinopril,9414,2097,Weekly,7317,HIGH
Insulin,9951,2635,Weekly,7316,HIGH
Insulin,9049,1734,Quarterly,7315,HIGH
Insulin,9409,2095,Quarterly,7314,HIGH
Lisinopril,9541,2227,Quarterly,7314,HIGH
Metformin,8837,1523,Weekly,7314,HIGH
Insulin,9312,1998,Monthly,7314,HIGH
Metformin,9766,2452,Quarterly,7314,HIGH
Insulin,9458,2145,Weekly,7313,HIGH
Lisinopril,9528,2216,Weekly,7312,HIGH
Metformin,9188,1876,Weekly,7312,HIGH
Insulin,9172,1861,Weekly,7311,HIGH
Lisinopril,9617,2306,Weekly,7311,HIGH
Lisinopril,9070,1760,Monthly,7310,HIGH
Lisinopril,9622,2312,Quarterly,7310,HIGH
Lisinopril,9272,1962,Quarterly,7310,HIGH
Metformin,9812,2503,Monthly,7309,HIGH
Insulin,9431,2125,Quarterly,7306,HIGH
Metformin,9250,1944,Weekly,7306,HIGH
Atorvastatin,9239,1934,Weekly,7305,HIGH
Atorvastatin,9151,1846,Weekly,7305,HIGH
Insulin,9185,1881,Monthly,7304,HIGH
Metformin,9237,1933,Monthly,7304,HIGH
Metformin,9284,1981,Monthly,7303,HIGH
Insulin,9124,1823,Quarterly,7301,HIGH
Metformin,9250,1950,Quarterly,7300,HIGH
Lisinopril,9847,2548,Weekly,7299,HIGH
Insulin,9472,2173,Quarterly,7299,HIGH
Lisinopril,9696,2398,Monthly,7298,HIGH
Lisinopril,9745,2447,Weekly,7298,HIGH
Insulin,8989,1692,Quarterly,7297,HIGH
Lisinopril,9339,2043,Quarterly,7296,HIGH
Metformin,8958,1664,Weekly,7294,HIGH
Atorvastatin,9652,2358,Weekly,7294,HIGH
Insulin,8885,1592,Quarterly,7293,HIGH
Lisinopril,8971,1680,Weekly,7291,HIGH
Insulin,9534,2244,Quarterly,7290,HIGH
Metformin,8945,1655,Weekly,7290,HIGH
Insulin,9123,1834,Monthly,7289,HIGH
Metformin,9091,1802,Quarterly,7289,HIGH
Insulin,8917,1631,Monthly,7286,HIGH
Atorvastatin,8928,1642,Monthly,7286,HIGH
Insulin,9812,2526,Monthly,7286,HIGH
Atorvastatin,9960,2675,Monthly,7285,HIGH
Atorvastatin,8905,1620,Weekly,7285,HIGH
Atorvastatin,9963,2680,Quarterly,7283,HIGH
Lisinopril,9935,2653,Weekly,7282,HIGH
Lisinopril,9593,2311,Weekly,7282,HIGH
Metformin,9063,1782,Quarterly,7281,HIGH
Lisinopril,9809,2530,Quarterly,7279,HIGH
Atorvastatin,9954,2675,Quarterly,7279,HIGH
Metformin,9231,1953,Quarterly,7278,HIGH
Atorvastatin,9100,1822,Monthly,7278,HIGH
Atorvastatin,8851,1574,Weekly,7277,HIGH
Atorvastatin,9182,1905,Monthly,7277,HIGH
Lisinopril,8882,1606,Quarterly,7276,HIGH
Lisinopril,9985,2710,Quarterly,7275,HIGH
Lisinopril,9317,2043,Weekly,7274,HIGH
Atorvastatin,8858,1584,Monthly,7274,HIGH
Atorvastatin,9729,2455,Weekly,7274,HIGH
Metformin,8982,1708,Monthly,7274,HIGH
Atorvastatin,9849,2577,Weekly,7272,HIGH
Metformin,9559,2287,Monthly,7272,HIGH
Insulin,9082,1811,Quarterly,7271,HIGH
Lisinopril,9266,1996,Monthly,7270,HIGH
Metformin,9878,2608,Quarterly,7270,HIGH
Metformin,8949,1680,Monthly,7269,HIGH
Atorvastatin,9131,1862,Monthly,7269,HIGH
Metformin,9878,2609,Monthly,7269,HIGH
Metformin,8968,1699,Quarterly,7269,HIGH
Metformin,8799,1531,Quarterly,7268,HIGH
Metformin,8921,1653,Weekly,7268,HIGH
Metformin,9481,2214,Quarterly,7267,HIGH
Lisinopril,8895,1628,Quarterly,7267,HIGH
Metformin,9233,1966,Weekly,7267,HIGH
Atorvastatin,9050,1783,Quarterly,7267,HIGH
Lisinopril,9132,1867,Weekly,7265,HIGH
Metformin,9663,2399,Weekly,7264,HIGH
Metformin,8967,1705,Quarterly,7262,HIGH
Metformin,9585,2324,Monthly,7261,HIGH
Metformin,9971,2712,Monthly,7259,HIGH
Lisinopril,9366,2109,Weekly,7257,HIGH
Atorvastatin,9763,2506,Weekly,7257,HIGH
Metformin,9512,2256,Monthly,7256,HIGH
Metformin,9546,2290,Monthly,7256,HIGH
Atorvastatin,8809,1555,Quarterly,7254,HIGH
Metformin,9261,2007,Quarterly,7254,HIGH
Insulin,9223,1970,Quarterly,7253,HIGH
Metformin,9121,1868,Monthly,7253,HIGH
Atorvastatin,9960,2708,Quarterly,7252,HIGH
Lisinopril,9851,2599,Weekly,7252,HIGH
Atorvastatin,9316,2065,Weekly,7251,HIGH
Metformin,8881,1630,Weekly,7251,HIGH
Metformin,9916,2666,Quarterly,7250,HIGH
Metformin,8752,1503,Monthly,7249,HIGH
Insulin,8984,1735,Weekly,7249,HIGH
Atorvastatin,9080,1832,Monthly,7248,HIGH
Lisinopril,9406,2159,Weekly,7247,HIGH
Metformin,9820,2574,Quarterly,7246,HIGH
Metformin,8931,1687,Monthly,7244,HIGH
Lisinopril,9364,2120,Quarterly,7244,HIGH
Lisinopril,9020,1777,Quarterly,7243,HIGH
Metformin,9232,1990,Weekly,7242,HIGH
Lisinopril,9823,2581,Quarterly,7242,HIGH
Lisinopril,9633,2391,Weekly,7242,HIGH
Atorvastatin,9630,2392,Weekly,7238,HIGH
Lisinopril,8916,1679,Quarterly,7237,HIGH
Insulin,8796,1560,Weekly,7236,HIGH
Atorvastatin,9857,2622,Quarterly,7235,HIGH
Atorvastatin,9804,2570,Weekly,7234,HIGH
Metformin,9932,2700,Weekly,7232,HIGH
Metformin,9195,1964,Monthly,7231,HIGH
Insulin,8953,1724,Monthly,7229,HIGH
Lisinopril,9488,2259,Monthly,7229,HIGH
Atorvastatin,9333,2106,Monthly,7227,HIGH
Lisinopril,9295,2069,Quarterly,7226,HIGH
Insulin,9900,2674,Weekly,7226,HIGH
Insulin,9542,2317,Weekly,7225,HIGH
Metformin,9330,2105,Monthly,7225,HIGH
Metformin,9325,2102,Weekly,7223,HIGH
Insulin,8963,1741,Quarterly,7222,HIGH
Metformin,9182,1961,Quarterly,7221,HIGH
Atorvastatin,9982,2761,Quarterly,7221,HIGH
Insulin,9784,2563,Quarterly,7221,HIGH
Lisinopril,9850,2630,Quarterly,7220,HIGH
Insulin,9506,2287,Monthly,7219,HIGH
Metformin,9039,1820,Quarterly,7219,HIGH
Metformin,9097,1879,Quarterly,7218,HIGH
Insulin,9433,2216,Weekly,7217,HIGH
Atorvastatin,9977,2762,Weekly,7215,HIGH
Insulin,9566,2351,Quarterly,7215,HIGH
Lisinopril,8868,1655,Weekly,7213,HIGH
Metformin,9369,2157,Quarterly,7212,HIGH
Metformin,9679,2467,Quarterly,7212,HIGH
Metformin,9242,2030,Monthly,7212,HIGH
Insulin,9212,2001,Monthly,7211,HIGH
Lisinopril,9563,2353,Monthly,7210,HIGH
Atorvastatin,9392,2183,Monthly,7209,HIGH
Atorvastatin,9495,2287,Weekly,7208,HIGH
Atorvastatin,8959,1753,Weekly,7206,HIGH
Atorvastatin,8834,1628,Weekly,7206,HIGH
Metformin,9279,2074,Weekly,7205,HIGH
Metformin,9663,2458,Weekly,7205,HIGH
Insulin,8838,1634,Weekly,7204,HIGH
Metformin,9592,2389,Monthly,7203,HIGH
Atorvastatin,9188,1986,Weekly,7202,HIGH
Lisinopril,9470,2268,Weekly,7202,HIGH
Lisinopril,9461,2260,Quarterly,7201,HIGH
Metformin,9543,2343,Weekly,7200,HIGH
Insulin,9331,2134,Quarterly,7197,HIGH
Insulin,9496,2299,Monthly,7197,HIGH
Insulin,9150,1954,Monthly,7196,HIGH
Atorvastatin,9245,2049,Monthly,7196,HIGH
Atorvastatin,9558,2362,Monthly,7196,HIGH
Metformin,9104,1910,Weekly,7194,HIGH
Lisinopril,9882,2688,Monthly,7194,HIGH
Atorvastatin,9083,1889,Quarterly,7194,HIGH
Lisinopril,8726,1533,Monthly,7193,HIGH
Metformin,9714,2521,Weekly,7193,HIGH
Insulin,9733,2541,Monthly,7192,HIGH
Atorvastatin,9834,2642,Weekly,7192,HIGH
Insulin,9816,2626,Monthly,7190,HIGH
Metformin,9803,2613,Weekly,7190,HIGH
Atorvastatin,9972,2783,Monthly,7189,HIGH
Atorvastatin,9478,2289,Monthly,7189,HIGH
Atorvastatin,9691,2503,Weekly,7188,HIGH
Lisinopril,9121,1933,Weekly,7188,HIGH
Lisinopril,9442,2257,Quarterly,7185,HIGH
Metformin,8974,1789,Quarterly,7185,HIGH
Metformin,9349,2166,Weekly,7183,HIGH
Insulin,8773,1592,Weekly,7181,HIGH
Lisinopril,8779,1598,Quarterly,7181,HIGH
Metformin,8888,1707,Quarterly,7181,HIGH
Metformin,9831,2651,Weekly,7180,HIGH
Metformin,9419,2240,Weekly,7179,HIGH
Atorvastatin,8686,1508,Weekly,7178,HIGH
Insulin,9490,2313,Monthly,7177,HIGH
Lisinopril,9937,2760,Monthly,7177,HIGH
Metformin,9498,2322,Quarterly,7176,HIGH
Lisinopril,9142,1967,Quarterly,7175,HIGH
Atorvastatin,9083,1908,Weekly,7175,HIGH
Atorvastatin,9093,1919,Quarterly,7174,HIGH
Insulin,9855,2681,Quarterly,7174,HIGH
Metformin,9887,2714,Monthly,7173,HIGH
Insulin,9018,1846,Monthly,7172,HIGH
Lisinopril,8862,1691,Quarterly,7171,HIGH
Lisinopril,9354,2183,Quarterly,7171,HIGH
Metformin,8740,1570,Quarterly,7170,HIGH
Metformin,9978,2808,Monthly,7170,HIGH
Atorvastatin,9908,2738,Quarterly,7170,HIGH
Lisinopril,9977,2808,Monthly,7169,HIGH
Lisinopril,9166,1997,Weekly,7169,HIGH
Atorvastatin,9259,2092,Weekly,7167,HIGH
Lisinopril,9199,2032,Quarterly,7167,HIGH
Atorvastatin,9153,1987,Weekly,7166,HIGH
Metformin,9226,2060,Weekly,7166,HIGH
Insulin,8912,1748,Weekly,7164,HIGH
Atorvastatin,8757,1594,Monthly,7163,HIGH
Atorvastatin,8910,1747,Monthly,7163,HIGH
Atorvastatin,9095,1933,Quarterly,7162,HIGH
Metformin,8831,1669,Quarterly,7162,HIGH
Atorvastatin,8799,1638,Quarterly,7161,HIGH
Insulin,9575,2414,Weekly,7161,HIGH
Metformin,8804,1644,Quarterly,7160,HIGH
Metformin,8723,1563,Quarterly,7160,HIGH
Metformin,9259,2100,Quarterly,7159,HIGH
Insulin,9469,2310,Quarterly,7159,HIGH
Atorvastatin,8793,1634,Monthly,7159,HIGH
Insulin,8843,1684,Quarterly,7159,HIGH
Insulin,9593,2434,Quarterly,7159,HIGH
Metformin,8940,1781,Quarterly,7159,HIGH
Metformin,9545,2386,Weekly,7159,HIGH
Atorvastatin,8938,1783,Weekly,7155,HIGH
Lisinopril,8915,1760,Quarterly,7155,HIGH
Insulin,9327,2172,Monthly,7155,HIGH
Insulin,9172,2018,Monthly,7154,HIGH
Insulin,9171,2018,Weekly,7153,HIGH
Insulin,9358,2206,Weekly,7152,HIGH
Atorvastatin,9907,2755,Quarterly,7152,HIGH
Atorvastatin,9881,2730,Monthly,7151,HIGH
Atorvastatin,8854,1705,Quarterly,7149,HIGH
Metformin,9886,2739,Quarterly,7147,HIGH
Lisinopril,9654,2507,Quarterly,7147,HIGH
Atorvastatin,8657,1510,Weekly,7147,HIGH
Atorvastatin,9681,2535,Weekly,7146,HIGH
Insulin,9101,1956,Quarterly,7145,HIGH
Atorvastatin,8976,1832,Monthly,7144,HIGH
Metformin,9081,1938,Monthly,7143,HIGH
Atorvastatin,9602,2462,Quarterly,7140,HIGH
Atorvastatin,9838,2699,Weekly,7139,HIGH
Insulin,9577,2438,Monthly,7139,HIGH
Atorvastatin,9476,2339,Weekly,7137,HIGH
Lisinopril,9570,2433,Quarterly,7137,HIGH
Metformin,9704,2569,Quarterly,7135,HIGH
Lisinopril,8998,1865,Monthly,7133,HIGH
Atorvastatin,9625,2492,Weekly,7133,HIGH
Lisinopril,8682,1549,Monthly,7133,HIGH
Atorvastatin,9099,1967,Monthly,7132,HIGH
Lisinopril,9616,2485,Quarterly,7131,HIGH
Lisinopril,8931,1801,Monthly,7130,HIGH
Atorvastatin,8719,1589,Monthly,7130,HIGH
Insulin,8704,1575,Quarterly,7129,HIGH
Insulin,8794,1665,Quarterly,7129,HIGH
Insulin,9063,1934,Monthly,7129,HIGH
Insulin,8847,1719,Weekly,7128,HIGH
Insulin,8775,1650,Quarterly,7125,HIGH
Insulin,8741,1617,Quarterly,7124,HIGH
Insulin,9179,2058,Monthly,7121,HIGH
